lat,lon,spot_name,closest_water,closest_region,distance_km,country
-33.671782783644,18.407592773438,11Th Ave Melkbos Strand,South Atlantic Ocean,Atlantic Ocean,0.2,South Africa
33.595175061468,-78.980884552002,13Th Ave South Surfside,North Atlantic Ocean,Atlantic Ocean,0.42,United States
-38.2864,144.4677,13Th Beach,Bass Strait,Bass Strait,1.42,Australia
28.295557652054,-80.608985424042,13Th Street,North Atlantic Ocean,Atlantic Ocean,1.12,United States
30.506121716054,-9.6858966350555,14Th Km,North Atlantic Ocean,Atlantic Ocean,0.96,Morocco
32.958805616471,-117.26961135864,15Th St,North Pacific Ocean,Pacific Ocean,0.03,United States
-33.359011501838,18.154660463333,16 Mile Beach,South Atlantic Ocean,Atlantic Ocean,0,South Africa
30.335083520857,-87.114865779877,17Th Ave,Gulf of Mexico,Gulf of Mexico,0,United States
33.663424992738,-118.01432132721,17Th Street,North Pacific Ocean,Pacific Ocean,0,United States
41.487218449774,-71.291527748108,1St Beach,North Atlantic Ocean,Atlantic Ocean,0,United States
36.830412875926,-75.967771410942,1St Street Jetty,North Atlantic Ocean,Atlantic Ocean,0.82,United States
-8.707180455719,114.37447786331,20 20s,Indian Ocean,Indian Ocean,0,Indonesia
49.334964966094,-123.19472908974,29Th Street,Salish Sea,Salish Sea,0,Canada
33.683496610692,-78.885655403137,2Nd Avenue Pier,North Atlantic Ocean,Atlantic Ocean,0,United States
41.487748890187,-71.258418560028,2Nd Beach,North Atlantic Ocean,Atlantic Ocean,0,United States
-31.966744587332,152.59743690491,2Nd Corner,Tasman Sea,Tasman Sea,2.36,Australia
28.252735731286,-80.603331327438,2Nd Light,North Atlantic Ocean,Atlantic Ocean,1.3,United States
-31.845587214995,115.75018823147,2Nds,Geographe Bay,Geographe Bay,1.96,Australia
31.897257421069,-116.71371281147,3 Emes,North Pacific Ocean,Pacific Ocean,0,Mexico
36.961500196913,-122.1173286438,3 Mile,Monterey Bay,Monterey Bay,0,United States
-35.177614339396,138.46675515175,3 Poles Reef,Gulf St Vincent,Gulf St Vincent,1.06,Australia
-35.24670558569,150.54265022278,3 Way,Tasman Sea,Tasman Sea,0.68,Australia
32.795247488814,-79.766889810562,"35Th Street,Iop",North Atlantic Ocean,Atlantic Ocean,0,United States
33.615155376281,-117.93722391129,36Th Street,North Pacific Ocean,Pacific Ocean,0.28,United States
38.006066734238,128.7326592207,38Th Parallel,Sea of Japan,Pacific Ocean,1.77,South Korea
39.387917291121,-74.386324882507,38Th St Beach,North Atlantic Ocean,Atlantic Ocean,0,United States
-33.772762043212,18.444328308105,3De Steen,South Atlantic Ocean,Atlantic Ocean,0,South Africa
-31.833670075763,115.74690520763,3Rd Groyne,Geographe Bay,Geographe Bay,1.88,Australia
-1.9091219602854,99.310655593872,4 Bobs,Indian Ocean,Indian Ocean,0,Indonesia
36.965563579633,-122.12505340576,4 Mile,Monterey Bay,Monterey Bay,0,United States
19.735198843714,-155.02799034119,4 Miles,North Pacific Ocean,Pacific Ocean,0.54,United States
33.617299678724,-117.93889760971,40Th Street,North Pacific Ocean,Pacific Ocean,0.41,United States
7.2385158124997,-80.519651770592,411 Quatro-Once),North Pacific Ocean,Pacific Ocean,0,Panama
36.870935151143,-75.982003211975,42Nd St Va Beach,North Atlantic Ocean,Atlantic Ocean,0.76,United States
43.638792795902,10.28497338295,46,Tyrrhenian Sea,Mediterranean Sea,0,Italy
33.720658692791,-78.844730257988,48Th St Myrtle Beach,North Atlantic Ocean,Atlantic Ocean,0,United States
38.373230429205,-75.06695151329,48Th Street(Ocean City),North Atlantic Ocean,Atlantic Ocean,0.16,United States
-32.504749211233,115.73548436165,4Th Groyne,Geographe Bay,Geographe Bay,1.98,Australia
-2.7312133615029,-80.246887207031,5 1 2Km&8 1 2Km,Golfo De Guayaquil,Golfo De Guayaquil,0,Ecuador
26.331547281289,127.74185121059,5 Rocks,East China Sea,Pacific Ocean,1.43,Japan
33.623223036949,-117.94518470764,56Th St,North Pacific Ocean,Pacific Ocean,0.68,United States
39.221556798184,-74.635705947876,57Th Street,North Atlantic Ocean,Atlantic Ocean,0.27,United States
39.62155713954,-74.193077087402,58Th Street,North Atlantic Ocean,Atlantic Ocean,0,United States
39.564428398249,-74.233160018921,5Th Street Beach Haven,North Atlantic Ocean,Atlantic Ocean,0,United States
-33.978447519377,25.655876398087,6 Pillars,Indian Ocean,Indian Ocean,0,South Africa
39.64953,-74.17294,7 11,North Atlantic Ocean,Atlantic Ocean,0,United States
11.320374195181,-74.098470211029,7 Olas,Caribbean Sea,Caribbean Sea,1.19,Colombia
9.2442786704715,126.09146118164,7 Rocks,NA,NA,1.89,Philippines
30.296193427424,-81.389041543007,7Th Avenue,North Atlantic Ocean,Atlantic Ocean,0,United States
36.906794887097,-75.989180803299,81St Street,North Atlantic Ocean,Atlantic Ocean,0,United States
33.770211362159,-78.770309686661,8Th Ave n,North Atlantic Ocean,Atlantic Ocean,0.55,United States
6.2903422513069,-10.78841328621,8Th Street,North Atlantic Ocean,Atlantic Ocean,0,Liberia
40.22787,-73.99706,8Th Street Jetty,North Atlantic Ocean,Atlantic Ocean,1.29,United States
-35.037586537405,173.15380096436,90 Mile Beach,Tasman Sea,Tasman Sea,0,New Zealand
40.583330639749,-73.812053203583,92Nd Street,North Atlantic Ocean,Atlantic Ocean,0,United States
-26.387564033081,153.11654090881,A Bay,Coral Sea,Pacific Ocean,0,Australia
35.403165679424,-120.86955428124,A Beach,North Pacific Ocean,Pacific Ocean,1.26,United States
57.339215030548,12.065391540527,A Land,Kattegat,Kattegat,0,Sweden
42.454621116231,-8.8814163208008,A Lanzada,North Atlantic Ocean,Atlantic Ocean,0,Spain
41.390589886459,-8.775200843811,A Ver-o-Mar,North Atlantic Ocean,Atlantic Ocean,0,Portugal
-2.2784615120746,99.593939781189,Aarons,Indian Ocean,Indian Ocean,0,Indonesia
32.713912773621,-117.25699961185,Ab,North Pacific Ocean,Pacific Ocean,0,United States
21.302227031754,-157.89822220802,Abalolo Reef,North Pacific Ocean,Pacific Ocean,0,United States
33.737772743545,-118.37602257729,Abalone Cove,North Pacific Ocean,Pacific Ocean,0.34,United States
48.579247664664,-4.6327972412109,Aber Wrach Point,English Channel,Atlantic Ocean,0,France
51.585325889366,-3.8109683990479,Aberavon,Bristol Channel,Bristol Channel,2.42,United Kingdom
52.806497325082,-4.7035217285156,Aberdaron,Irish Sea,Irish Sea,0,United Kingdom
57.164639439826,-2.0793342590332,Aberdeen,North Sea,Atlantic Ocean,1.21,United Kingdom
8.4910697360278,-13.290882110596,Aberdeen Area Beach,North Atlantic Ocean,Atlantic Ocean,0,Sierra Leone
52.823797664671,-4.5067977905273,Abersoch,Irish Sea,Irish Sea,0,United Kingdom
38.1761,-8.7821583333333,Aberta a-Nova,North Atlantic Ocean,Atlantic Ocean,1.9,Portugal
37.173294832662,25.480148792267,Abrami Beach,Aegean Sea,Mediterranean Sea,0,Greece
-3.8276018092756,-32.400580644608,Abras,South Atlantic Ocean,Atlantic Ocean,0,Brazil
-28.92683,113.97929,Abrolhos Islands,Indian Ocean,Indian Ocean,0,Australia
16.82125,-99.90168,Acapulco,North Pacific Ocean,Pacific Ocean,0,Mexico
23.024253,-109.716117,Acapulquito,North Pacific Ocean,Pacific Ocean,2.3,Mexico
13.072674908698,-59.590036869049,Accra Beach-Rockley Beach,Caribbean Sea,Caribbean Sea,0,Barbados
32.85345,-17.21588,Achadas Da Cruz,North Atlantic Ocean,Atlantic Ocean,0,Portugal
28.74775223066,-13.933839797974,Acid Drop,North Atlantic Ocean,Atlantic Ocean,0,Spain
-34.411764714983,150.90359508991,Acids,Tasman Sea,Tasman Sea,0.97,Australia
36.096256229045,28.085389137268,Acropolis,Mediterranean Sea,Mediterranean Sea,0,Greece
54.48927378547,-0.59042930603027,Admirals,North Sea,Atlantic Ocean,0,United Kingdom
2.18484,73.09853,Adonis,Laccadive Sea,Indian Ocean,0,Maldives
38.803262951679,-9.4853210449219,Adraga,North Atlantic Ocean,Atlantic Ocean,0,Portugal
42.83333,12.83333,Adria,Adriatic Sea,Mediterranean Sea,86.57,Italy
-27.930720752659,15.67551612854,Affenrucken Point,South Atlantic Ocean,Atlantic Ocean,0,Namibia
41.78026,-8.87116,Afife,North Atlantic Ocean,Atlantic Ocean,1.19,Portugal
1.2597213423289,97.229862213135,Afulu,Indian Ocean,Indian Ocean,0,Indonesia
30.41186,-9.60411,Agadir,North Atlantic Ocean,Atlantic Ocean,3.51,Morocco
36.806089202237,21.721343994141,Agamemnon Kouloura Island,Ionian Sea,Mediterranean Sea,0,Greece
31.127905409999,29.773292541504,Agami,Mediterranean Sea,Mediterranean Sea,0,Egypt
-13.775086552996,-172.28722214699,Aganoa,South Pacific Ocean,Pacific Ocean,1.26,Samoa
44.653634735462,-124.06293869019,Agate Beach,North Pacific Ocean,Pacific Ocean,0,United States
44.672269464147,-124.06802415848,Agate Beach North,North Pacific Ocean,Pacific Ocean,0,United States
56.78117,8.22938,Agger,North Sea,Atlantic Ocean,0,Denmark
35.196059014707,26.150853931904,Agia Fotia,Sea of Crete,Mediterranean Sea,2.11,Greece
37.805079445237,23.851211071014,Agios Dimitrios,Sea of Crete,Mediterranean Sea,0.66,Greece
39.714977900366,19.681148529053,Agios Giorgios-Corfu,Ionian Sea,Mediterranean Sea,1.24,Greece
41.175133104235,29.624741077423,Aglayankaya,Black Sea,Black Sea,1.54,Turkey
-24.2082987206,151.90894603729,Agnes Water,Coral Sea,Pacific Ocean,0,Australia
37.215616932872,21.597098708153,Agrili,Ionian Sea,Mediterranean Sea,0.16,Greece
37.71656,-25.45562,Agua d Alto,North Atlantic Ocean,Atlantic Ocean,0,Portugal
41.44399,-8.77935,Agucadoura,North Atlantic Ocean,Atlantic Ocean,0,Portugal
42.74047,-8.97065,Aguieira,North Atlantic Ocean,Atlantic Ocean,0,Spain
43.555017530652,-6.1167132854462,Aguilar,Bay of Biscay,Atlantic Ocean,4.67,Spain
9.7226987535235,-84.653928279877,Agujas,North Pacific Ocean,Pacific Ocean,1.06,Costa Rica
-33.398960177996,-71.70168042183,Ahogados,South Pacific Ocean,Pacific Ocean,0.55,Chile
42.100903538971,27.94314622879,Ahtony,Black Sea,Black Sea,0,Bulgaria
-21.03700245061,55.216770172119,Aigrettes Left,Indian Ocean,Indian Ocean,0,France
-21.034471454763,55.218060314655,Aigrettes Right,Indian Ocean,Indian Ocean,0,France
41.23434893312,1.8285799026489,Aiguadolc,Balearic Sea,Mediterranean Sea,0,Spain
52.984100257323,-9.438929557801,Aileens,North Atlantic Ocean,Atlantic Ocean,0,Ireland
33.58397348265,-7.6927015185356,Ain Diab Porte 15,North Atlantic Ocean,Atlantic Ocean,1,Morocco
35.7377723171548,-0.735901594161987,Ain El Turk,Mediterranean Sea,Mediterranean Sea,0.25,Algeria
-8.74519,115.15983,Airport,Selat Bali,Selat Bali,2.13,Indonesia
17.907141018684,-62.839522361755,Airport Left,Caribbean Sea,Caribbean Sea,0,France
-0.70290051573316,73.1715631485,Airport Right,Indian Ocean,Indian Ocean,0,Maldives
-41.337195167074,174.80711460114,Airport Rights,Cook Strait,Cook Strait,0,New Zealand
-8.7451238820147,115.15032291412,Airports,Selat Bali,Selat Bali,1.09,Indonesia
37.806271187615,-8.7973852008581,Aivados,North Atlantic Ocean,Atlantic Ocean,0.93,Portugal
43.381970926981,-3.0167770385742,Aizkorri,Bay of Biscay,Atlantic Ocean,0.79,Spain
43.498915778885,-3.61323595047,Ajo,Bay of Biscay,Atlantic Ocean,1.92,Spain
34.6,137.2,Akabane Long Beach,Philippine Sea,Pacific Ocean,0,Japan
31.39304689477,131.07247352601,Akaehama,Philippine Sea,Pacific Ocean,0,Japan
-27.939806072151,153.43377113342,Akkorokamui,Coral Sea,Pacific Ocean,0.19,Australia
43.620357021884,51.189225195265,Aktau,Caspian Sea,Caspian Sea,0.58,Kazakhstan
-12.158970041003,-77.027689218521,Ala Moana,South Pacific Ocean,Pacific Ocean,1.59,Peru
21.280876928092,-157.84389138222,Ala Moana Bowls,North Pacific Ocean,Pacific Ocean,0,United States
21.290653925976,-157.85409986973,Ala Moana Courts,North Pacific Ocean,Pacific Ocean,0,United States
30.270909835268,-87.559399008751,Alabama Point,Gulf of Mexico,Gulf of Mexico,0,United States
38.239056512811,26.310625076294,Alacati,Aegean Sea,Mediterranean Sea,0,Turkey
36.539674164695,32.023429870605,Alanya Keykubat,Mediterranean Sea,Mediterranean Sea,0.49,Turkey
44.004966212938,8.1728249788284,Alassio,Ligurian Sea,Mediterranean Sea,0,Italy
-34.01023007159,24.919867515564,Albatross,Indian Ocean,Indian Ocean,2.79,South Africa
44.041267596425,8.2237815856934,Albenga,Ligurian Sea,Mediterranean Sea,0,Italy
37.08653,-8.24948,Albufeira,North Atlantic Ocean,Atlantic Ocean,0.21,Portugal
-26.67079655546,153.10962617397,Alexandra Headlands,Coral Sea,Pacific Ocean,1.65,Australia
-37.993862916164,-57.542631626129,Alfonsina,South Atlantic Ocean,Atlantic Ocean,1.44,Argentina
0.19355212618325,6.7029476165771,Alfonsita,Gulf of Guinea,Atlantic Ocean,0.96,São Tomé & Príncipe
42.608695487162,8.8683700561523,Algajola,Mediterranean Sea,Mediterranean Sea,1.12,France
32.119226378654,-116.88291527331,Alisitos,North Pacific Ocean,Pacific Ocean,0.42,Mexico
40.236327698893,-73.994915485382,Allenhurst,North Atlantic Ocean,Atlantic Ocean,1.39,United States
42.307022535158,-70.881943702698,Allerton Point,Massachusetts Bay,Massachusetts Bay,0,United States
28.572066666667,-16.192616666667,Almaciga,North Atlantic Ocean,Atlantic Ocean,0,Spain
39.37982,-9.31212,Almagreira,North Atlantic Ocean,Atlantic Ocean,1.29,Portugal
35.176781239347,25.709713697433,Almiros,Sea of Crete,Mediterranean Sea,2.42,Greece
62.488538960577,5.9666061401367,Alnes Lighthouse(Godoy),Norwegian Sea,Atlantic Ocean,0,Norway
41.134403262325,1.3844275474548,Altafulla,Balearic Sea,Mediterranean Sea,0,Spain
46.994930103778,8.5987758636475,Alter Steinbeisser,Ligurian Sea,Mediterranean Sea,286.21,Switzerland
-37.873316282033,144.83029872179,Altona Pier,Bass Strait,Bass Strait,5.37,Australia
37.17005,-7.49794,Altura,North Atlantic Ocean,Atlantic Ocean,0.39,Portugal
37.12255,-8.59,Alvor,North Atlantic Ocean,Atlantic Ocean,0.31,Portugal
8.37376,78.06723,Alwars,Gulf of Mannar,Gulf of Mannar,0,India
38.317955957945,21.426086425781,Alykes,Ionian Sea,Mediterranean Sea,0,Greece
37.16709,-8.9032,Amado,North Atlantic Ocean,Atlantic Ocean,1.91,Portugal
-18.859285337885,49.149677753448,Ambila Lamentsa,Indian Ocean,Indian Ocean,2.36,Madagascar
49.325010107876,-123.15171718597,Ambleside Park,Salish Sea,Salish Sea,0,Canada
45.485274460199,-1.1524701118469,Amelie,Bay of Biscay,Atlantic Ocean,0,France
38.109235478584,20.506925582886,Ammes Beach,Ionian Sea,Mediterranean Sea,0,Greece
39.24029,20.48012,Ammoudia,Ionian Sea,Mediterranean Sea,0,Greece
37.3508,-8.8446,Amoreira,North Atlantic Ocean,Atlantic Ocean,0.3,Portugal
41.669321477922,-8.8240814208984,Amorosa,North Atlantic Ocean,Atlantic Ocean,0,Portugal
39.237704574584,20.478000640869,Amoudia Left,Ionian Sea,Mediterranean Sea,0,Greece
48.583449518456,-4.6751546859741,Anael,English Channel,Atlantic Ocean,0,France
22.147612069583,-159.30501937864,Anahola Bay,North Pacific Ocean,Pacific Ocean,0.07,United States
36.092667096616,32.935810089111,Anamur,Mediterranean Sea,Mediterranean Sea,0,Turkey
-38.23180909926,178.31149578094,Anaura Bay,South Pacific Ocean,Pacific Ocean,2.77,New Zealand
30.54603,-9.72474,Anchor Point,North Atlantic Ocean,Atlantic Ocean,0.32,Morocco
20.767871515293,-105.51999092102,Anclote,North Pacific Ocean,Pacific Ocean,0,Mexico
28.203675373165,-82.825241088867,Anclote Island,Gulf of Mexico,Gulf of Mexico,0,United States
33.722858369584,-118.08087229729,Anderson Street,North Pacific Ocean,Pacific Ocean,0.06,United States
43.95048,8.14831,Andora,Ligurian Sea,Mediterranean Sea,0,Italy
36.281082371641,-121.85778737068,Andrew Molera State Beach,North Pacific Ocean,Pacific Ocean,0,United States
43.41032,-4.70874,Andrin,Bay of Biscay,Atlantic Ocean,3.6,Spain
37.840546585318,24.93754863739,Andros Hora),Aegean Sea,Mediterranean Sea,1.6,Greece
-16.972711518104,149.90719199181,Andys Peak,Coral Sea,Pacific Ocean,0,Australia
6.2288831603816,1.6067987680435,Aneho Beach,Bight of Benin,Bight of Benin,1.7,Togo
-38.415644240658,144.1865336895,Anglesea,Bass Strait,Bass Strait,0.39,Australia
43.494588519106,-1.5477848052979,Anglet Chambre d Amour,Bay of Biscay,Atlantic Ocean,1.1,France
43.526521996549,-1.52512550354,Anglet La Barre,Bay of Biscay,Atlantic Ocean,0.19,France
43.511990624463,-1.5354359149933,Anglet La Madrague,Bay of Biscay,Atlantic Ocean,0.6,France
43.499272316475,-1.5442811697721,Anglet Le Club,Bay of Biscay,Atlantic Ocean,0.97,France
43.527968873805,-1.5265256166458,Anglet Le Furoncle,Bay of Biscay,Atlantic Ocean,0,France
43.523254726694,-1.5264129638672,Anglet Les Cavaliers,Bay of Biscay,Atlantic Ocean,0.35,France
43.501773467811,-1.5419054031373,Anglet Les Sables d or,Bay of Biscay,Atlantic Ocean,0.94,France
43.504988304257,-1.5398307144642,Anglet Marinella,Bay of Biscay,Atlantic Ocean,0.84,France
-29.48318,153.36592,Angourie,Coral Sea,Pacific Ocean,0,Australia
-29.486528293482,153.36519241333,Angourie Lefts,Coral Sea,Pacific Ocean,0,Australia
-29.482194837303,153.36609363556,Angourie Point,Coral Sea,Pacific Ocean,0,Australia
-27.74803760412,15.54621219635,Angras Juntas Left,South Atlantic Ocean,Atlantic Ocean,0,Namibia
17.843985205741,73.087450146575,Anjarle,Arabian Sea,Indian Ocean,1.62,India
37.005414377655,-25.156561732292,Anjos,North Atlantic Ocean,Atlantic Ocean,0,Portugal
-40.880654514106,144.70294609666,Ann Bay,Great Australian Bight,Great Australian Bight,2.01,Australia
27.538679957346,-82.744345664978,Anna Maria Island,Gulf of Mexico,Gulf of Mexico,0,United States
27.532781585779,-82.743186950684,Anna Maria Island-Beach Streets,Gulf of Mexico,Gulf of Mexico,0,United States
36.863141432953,7.7824401855469,Annaba,Mediterranean Sea,Mediterranean Sea,2.08,Algeria
-34.16253,24.83278,Anne Avenue,Indian Ocean,Indian Ocean,0,South Africa
-34.162954490049,24.833393096924,Anne Avenue(St Francis Bay),Indian Ocean,Indian Ocean,0,South Africa
-26.778449286564,153.14012289047,Anne Street Reef,Coral Sea,Pacific Ocean,0,Australia
52.134330991635,-7.2829055786133,Annestown,North Atlantic Ocean,Atlantic Ocean,0,Ireland
37.114472889827,-122.31130599976,Ano Nuevo,North Pacific Ocean,Pacific Ocean,0,United States
-4.3508616221605,55.848205089569,Anse Banane,Indian Ocean,Indian Ocean,0,Seychelles
16.472715586517,-61.511936187744,Anse Bertrand,Caribbean Sea,Caribbean Sea,0.09,France
-4.7593649789947,55.52166223526,Anse Bourgainville,Indian Ocean,Indian Ocean,0,Seychelles
14.807828116388,-61.014740467072,Anse Charpentier(Right),Caribbean Sea,Caribbean Sea,0.55,France
-4.3670366994987,55.851702690125,Anse Cocos,Indian Ocean,Indian Ocean,0,Seychelles
14.844004427128,-61.21946811676,Anse Couleuvre,Caribbean Sea,Caribbean Sea,0,France
17.911398157806,-62.843234539032,Anse Des Cayes,Caribbean Sea,Caribbean Sea,0,France
17.917166060902,-62.847145199776,Anse Des Lezards,Caribbean Sea,Caribbean Sea,0,France
49.668836050314,-1.4872097969055,Anse Du Brick,English Channel,Atlantic Ocean,1.81,France
48.09459164291,-4.306640625,Anse Du Ris,Bay of Biscay,Atlantic Ocean,6.51,France
-4.7605196970203,55.484089851379,Anse Gaulette,Indian Ocean,Indian Ocean,0,Seychelles
-4.309384657439,55.683506727219,Anse Kerlan,Indian Ocean,Indian Ocean,0,Seychelles
-4.3376602763675,55.833849906921,Anse Patates,Indian Ocean,Indian Ocean,0,Seychelles
-4.7470906343883,55.521039962769,Anse Royale,Indian Ocean,Indian Ocean,0,Seychelles
16.326811493739,-61.305288076401,Anse Salabouelle,Caribbean Sea,Caribbean Sea,0.64,France
-4.3398526716275,55.829772949219,Anse Severe,Indian Ocean,Indian Ocean,0,Seychelles
-4.7446368084524,55.465357303619,Anse Soleil,Indian Ocean,Indian Ocean,0,Seychelles
49.706571106456,-1.8890959024429,Anse St Martin,English Channel,Atlantic Ocean,0,France
14.406666601156,-60.848722457888,Anse Trabaud,Caribbean Sea,Caribbean Sea,0,France
16.240716490396,-61.321134567261,Anse a La Barque,Caribbean Sea,Caribbean Sea,0.99,France
16.333483306775,-61.332120895386,Anse a La Bouelle,Caribbean Sea,Caribbean Sea,1.49,France
42.414633235653,11.27744436264,Ansedonia Il Cartello,Tyrrhenian Sea,Mediterranean Sea,0,Italy
-31.541089879586,159.07104492188,Anson Bay,South Pacific Ocean,Pacific Ocean,0,Australia
-29.92419,31.01922,Ansteys,Indian Ocean,Indian Ocean,0,South Africa
-29.925611712635,31.019167900085,Ansteys Beach,Indian Ocean,Indian Ocean,0,South Africa
36.84716096681,30.808721780777,Antalya,Mediterranean Sea,Mediterranean Sea,0,Turkey
0.29636802239488,6.7605037987232,Antenas,Gulf of Guinea,Atlantic Ocean,0,São Tomé & Príncipe
16.434191729997,-61.539659500122,Antigues Cape,Caribbean Sea,Caribbean Sea,0,France
0.2845,73.44567,Antiques,Laccadive Sea,Indian Ocean,0,Maldives
49.74052691281,-119.76136207581,Antlers Beach,Salish Sea,Salish Sea,228.69,Canada
19.06351,-95.98712,Anton Lizardo,Bahia De Campeche,Bahia De Campeche,0,Mexico
18.37198,-67.2521,Antonios,Caribbean Sea,Caribbean Sea,0,United States
30.450301516492,-9.663119316101,Anza,North Atlantic Ocean,Atlantic Ocean,0,Morocco
-38.538053729395,145.33329606056,Anzacs,Bass Strait,Bass Strait,0,Australia
31.805133175948,131.46720886233,Aoshima Beach Break,Philippine Sea,Pacific Ocean,0.41,Japan
31.802719931943,131.47793769837,Aoshima Reef,Philippine Sea,Pacific Ocean,0,Japan
33.762451830623,-78.78128528595,Apache Pier,North Atlantic Ocean,Atlantic Ocean,0.41,United States
18.360757424784,121.62693500519,Aparri,South China Sea,Pacific Ocean,0.31,Philippines
-6.6146481192023,105.13066291809,Apocalypse,Indian Ocean,Indian Ocean,0,Indonesia
-38.750401800229,143.67053031921,Apollo Bay,Bass Strait,Bass Strait,2.24,Australia
37.17912,25.55269,Apollonas,Aegean Sea,Mediterranean Sea,0.97,Greece
37.180013938902,25.55419921875,Apollonas Naxos,Aegean Sea,Mediterranean Sea,0.83,Greece
32.194108801119,34.806543588638,Apolonia,Mediterranean Sea,Mediterranean Sea,0.31,Israel
-39.054217912175,174.06184673309,Aquatic Centre,Tasman Sea,Tasman Sea,1.73,New Zealand
47.826130940833,-4.3695116043091,Ar Lois,Bay of Biscay,Atlantic Ocean,0,France
-10.987673858847,-37.041145563126,Aracaju,South Atlantic Ocean,Atlantic Ocean,0,Brazil
-34.622216618832,-54.148693084717,Arachania,South Atlantic Ocean,Atlantic Ocean,2.12,Uruguay
15.687170643174,73.702812194824,Arambol,Arabian Sea,Indian Ocean,0.07,India
-45.77623,170.71079,Aramoana,South Pacific Ocean,Pacific Ocean,3.2,New Zealand
-0.68851721139236,-48.483266830444,Araruna,Baia De Marajo,Baia De Marajo,0,Brazil
12.620069905345,-70.053977966309,Arashi,Caribbean Sea,Caribbean Sea,0,Netherlands
-39.419751182341,173.80169391632,Arawahata Road,Tasman Sea,Tasman Sea,0,New Zealand
45.84688799709,-123.96208763123,Arcadia,North Pacific Ocean,Pacific Ocean,0,United States
46.428266448388,30.768488645554,Arcadia,Black Sea,Black Sea,0,Ukraine
-24.846954777011,152.47800350189,Archies,Coral Sea,Pacific Ocean,0,Australia
51.803340887186,-10.175635814667,Ardkeragh,North Atlantic Ocean,Atlantic Ocean,2.54,Ireland
39.26324,-9.33566,Areia Branca,North Atlantic Ocean,Atlantic Ocean,1.63,Portugal
37.817785166068,-25.548534393311,Areias,North Atlantic Ocean,Atlantic Ocean,1.98,Portugal
43.39936,-3.32272,Arenillas,Bay of Biscay,Atlantic Ocean,3.4,Spain
32.302332616174,34.840693473816,Argamans Beach,Mediterranean Sea,Mediterranean Sea,0.63,Israel
42.567304804259,3.0463242530823,Argeles Sur-Mer,Golfe Du Lion,Golfe Du Lion,4.51,France
27.755263103826,-15.679008364677,Arguineguin,North Atlantic Ocean,Atlantic Ocean,0,Spain
-18.4803,-70.3325,Arica,South Pacific Ocean,Pacific Ocean,1.94,Chile
-2.0248393153862,99.565315246582,Ariks,Indian Ocean,Indian Ocean,0,Indonesia
42.336452631426,27.732646465302,Arkutino,Black Sea,Black Sea,0,Bulgaria
43.82804,7.84623,Arma Di Taggia,Ligurian Sea,Mediterranean Sea,0,Italy
-27.74161875553,-48.508114814758,Armacao,South Atlantic Ocean,Atlantic Ocean,1.71,Brazil
-10.979490259192,122.84337472943,Army Camp,Indian Ocean,Indian Ocean,0,Indonesia
43.911590055914,-1.376895904541,Arna Plage,Bay of Biscay,Atlantic Ocean,0.19,France
34.120722501063,-119.1592168808,Arnold,North Pacific Ocean,Pacific Ocean,0,United States
-22.98938,-43.191604,Arpoador,South Atlantic Ocean,Atlantic Ocean,0,Brazil
-22.94266505616,-42.030054330826,Arraial Do Cabo,South Atlantic Ocean,Atlantic Ocean,0,Brazil
-30.058694253064,153.20348739624,Arrawarra Point,Tasman Sea,Tasman Sea,0.71,Australia
29.128115550847,-13.464206457138,Arrieta,North Atlantic Ocean,Atlantic Ocean,0.62,Spain
37.29398,-8.86558,Arrifana,North Atlantic Ocean,Atlantic Ocean,0.56,Portugal
43.35813671795,-3.0222702026367,Arrigunaga,Bay of Biscay,Atlantic Ocean,2.4,Spain
-28.993802278359,-49.415302276611,Arroio Do Silva,South Atlantic Ocean,Atlantic Ocean,0.5,Brazil
19.317223926365,-104.94571387767,Arroyo Seco,North Pacific Ocean,Pacific Ocean,0,Mexico
-32.01574505646,115.74842333794,Artificial Reef,Geographe Bay,Geographe Bay,1.29,Australia
41.30336,13.00651,Artiglieria,Tyrrhenian Sea,Mediterranean Sea,0,Italy
6.8400857398803,81.839475631714,Arugam Bay,Indian Ocean,Indian Ocean,0.4,Sri Lanka
57.336250446713,12.093887329102,Asa Aasa),Kattegat,Kattegat,0,Sweden
40.228136953567,-73.99530172348,Asbury Park,North Atlantic Ocean,Atlantic Ocean,1.16,United States
12.625095278624,-87.354440689087,Aserradores,North Pacific Ocean,Pacific Ocean,0,Nicaragua
31.817389186786,34.640128612518,Ashdod Hshover,Mediterranean Sea,Mediterranean Sea,0.99,Israel
43.956599301375,39.263682961464,Ashe,Black Sea,Black Sea,1.42,Russia
-12.819501030525,-76.555910110474,Asia Del Mar,South Pacific Ocean,Pacific Ocean,0.23,Peru
-12.778321565438,-76.608180999756,Asia Palmas,South Pacific Ocean,Pacific Ocean,1.19,Peru
36.618016332942,-121.94275438786,Asilomar,Monterey Bay,Monterey Bay,0,United States
-37.053379021789,149.9149274826,Aslings Beach,Tasman Sea,Tasman Sea,3.27,Australia
38.206892714171,-75.146741867065,Assateague,North Atlantic Ocean,Atlantic Ocean,0,United States
5.1256530269629,-3.2908344268799,Assinie,Gulf of Guinea,Atlantic Ocean,0,Côte d’Ivoire
5.151469719002,-3.4291076660156,Assouinde Beach,Gulf of Guinea,Atlantic Ocean,0.71,Côte d’Ivoire
